"Arm","Method","ID","Description","merged_NES","meta_recovered","loso_survival","n_loso","n_leadingedge_in_meta","median_I2_leadingedge","median_signagree_leadingedge","verdict"
"zscore","glm","GO:0032891","negative regulation of organic acid transport",-1.817,TRUE,6,6,9,0.48,0.667,"credible_discovery"
"zscore","glm","GO:0160257","complement activation, GZMK pathway",-1.817,TRUE,4,6,7,0.778,0.667,"fragile"
"zscore","glm","GO:0001569","branching involved in blood vessel morphogenesis",-1.816,TRUE,3,6,23,0.402,0.667,"fragile"
"zscore","glm","GO:0015849","organic acid transport",-1.815,TRUE,6,6,121,0.555,0.667,"fragile"
"zscore","glm","GO:0019320","hexose catabolic process",1.815,TRUE,3,6,18,0.454,0.667,"fragile"
"zscore","glm","GO:0002829","negative regulation of type 2 immune response",-1.813,TRUE,6,6,9,0.296,0.833,"credible_discovery"
"zscore","glm","GO:0009642","response to light intensity",-1.811,FALSE,0,6,7,0.066,0.667,"artifact_candidate"
"zscore","glm","GO:0060693","regulation of branching involved in salivary gland morphogenesis",-1.809,FALSE,0,6,8,0.384,0.667,"artifact_candidate"
"zscore","glm","GO:0006027","glycosaminoglycan catabolic process",-1.803,TRUE,5,6,13,0.027,0.667,"credible_discovery"
"zscore","glm","GO:1905954","positive regulation of lipid localization",-1.802,TRUE,3,6,46,0.498,0.667,"fragile"
"zscore","glm","GO:0099054","presynapse assembly",-1.797,FALSE,0,6,12,0.294,0.75,"artifact_candidate"
"zscore","glm","GO:0070664","negative regulation of leukocyte proliferation",-1.795,TRUE,6,6,44,0.454,0.667,"credible_discovery"
"zscore","glm","GO:0015801","aromatic amino acid transport",-1.794,TRUE,2,6,8,0.374,0.667,"fragile"
"zscore","glm","GO:0050432","catecholamine secretion",-1.79,FALSE,0,6,15,0.571,0.667,"artifact_candidate"
"zscore","glm","GO:0097680","double-strand break repair via classical nonhomologous end joining",1.789,TRUE,6,6,8,0.29,0.667,"credible_discovery"
"zscore","glm","GO:0046942","carboxylic acid transport",-1.784,TRUE,6,6,104,0.585,0.667,"fragile"
"zscore","glm","GO:0071280","cellular response to copper ion",-1.784,FALSE,0,6,10,0.279,0.667,"artifact_candidate"
"zscore","glm","GO:0032274","gonadotropin secretion",1.781,FALSE,0,6,4,0.65,0.584,"artifact_candidate"
"zscore","glm","GO:0031652","positive regulation of heat generation",-1.777,TRUE,4,6,6,0.333,0.833,"fragile"
"zscore","glm","GO:1903409","reactive oxygen species biosynthetic process",-1.777,TRUE,3,6,20,0.619,0.667,"fragile"
"zscore","glm","GO:0034165","positive regulation of toll-like receptor 9 signaling pathway",-1.776,TRUE,6,6,9,0.62,0.667,"fragile"
"zscore","glm","GO:0034454","microtubule anchoring at centrosome",1.775,TRUE,5,6,4,0.399,0.5,"credible_discovery"
"zscore","glm","GO:1904862","inhibitory synapse assembly",-1.774,FALSE,0,6,7,0.067,0.667,"artifact_candidate"
"zscore","glm","GO:0002883","regulation of hypersensitivity",-1.773,TRUE,6,6,6,0.516,0.833,"fragile"
"zscore","glm","GO:0007063","regulation of sister chromatid cohesion",1.772,FALSE,0,6,11,0.114,0.5,"artifact_candidate"
"zscore","glm","GO:0040019","positive regulation of embryonic development",1.77,FALSE,0,6,6,0.148,0.667,"artifact_candidate"
"zscore","glm","GO:0098917","retrograde trans-synaptic signaling",-1.77,FALSE,0,6,6,0.34,0.667,"artifact_candidate"
"zscore","glm","GO:0007622","rhythmic behavior",-1.768,FALSE,0,6,20,0.75,0.667,"artifact_candidate"
"zscore","glm","GO:0060343","trabecula formation",-1.761,FALSE,0,6,10,0.686,0.667,"artifact_candidate"
"zscore","glm","GO:0060124","positive regulation of growth hormone secretion",1.76,TRUE,2,6,4,0.45,0.667,"fragile"
"zscore","glm","GO:0050433","regulation of catecholamine secretion",-1.759,TRUE,2,6,12,0.496,0.667,"fragile"
"zscore","glm","GO:0002837","regulation of immune response to tumor cell",-1.758,TRUE,3,6,15,0.305,0.833,"fragile"
"zscore","glm","GO:0045342","MHC class II biosynthetic process",-1.755,FALSE,0,6,5,0.29,0.667,"artifact_candidate"
"zscore","glm","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",-1.754,FALSE,0,6,5,0.776,0.667,"artifact_candidate"
"zscore","glm","GO:1903035","negative regulation of response to wounding",-1.751,TRUE,6,6,43,0.464,0.667,"credible_discovery"
"zscore","glm","GO:0046884","follicle-stimulating hormone secretion",1.75,FALSE,0,6,3,0.727,0.5,"artifact_candidate"
"zscore","glm","GO:0043031","negative regulation of macrophage activation",-1.748,FALSE,0,6,8,0.29,0.75,"artifact_candidate"
"zscore","glm","GO:0016180","snRNA processing",1.747,TRUE,5,6,16,0.25,0.75,"credible_discovery"
"zscore","glm","GO:0006007","glucose catabolic process",1.746,FALSE,0,6,12,0.454,0.667,"artifact_candidate"
"zscore","glm","GO:0051953","negative regulation of amine transport",-1.746,TRUE,5,6,11,0.571,0.833,"fragile"
"zscore","glm","GO:0051055","negative regulation of lipid biosynthetic process",-1.746,FALSE,0,6,35,0.629,0.667,"artifact_candidate"
"zscore","glm","GO:0051124","synaptic assembly at neuromuscular junction",-1.744,FALSE,0,6,5,0.679,0.667,"artifact_candidate"
"zscore","glm","GO:0045429","positive regulation of nitric oxide biosynthetic process",-1.744,FALSE,0,6,17,0.551,0.667,"artifact_candidate"
"zscore","glm","GO:0035994","response to muscle stretch",1.743,FALSE,0,6,8,0.287,0.75,"artifact_candidate"
"zscore","glm","GO:0016579","protein deubiquitination",1.743,TRUE,6,6,34,0.28,0.667,"credible_discovery"
"zscore","glm","GO:0032616","interleukin-13 production",-1.743,TRUE,6,6,3,0.488,0.833,"credible_discovery"
"zscore","glm","GO:0032656","regulation of interleukin-13 production",-1.743,TRUE,6,6,3,0.488,0.833,"credible_discovery"
"zscore","glm","GO:0070672","response to interleukin-15",-1.742,TRUE,4,6,6,0.308,0.833,"fragile"
"zscore","glm","GO:0043407","negative regulation of MAP kinase activity",-1.741,FALSE,0,6,13,0.361,0.667,"artifact_candidate"
"zscore","glm","GO:0051642","centrosome localization",1.738,TRUE,2,6,12,0.593,0.667,"fragile"
"zscore","glm","GO:0031650","regulation of heat generation",-1.738,TRUE,4,6,7,0.666,0.833,"fragile"
"zscore","glm","GO:0046365","monosaccharide catabolic process",1.737,FALSE,0,6,19,0.462,0.667,"artifact_candidate"
"zscore","glm","GO:0015800","acidic amino acid transport",-1.736,TRUE,5,6,35,0.536,0.667,"fragile"
"zscore","glm","GO:0071103","DNA conformation change",1.729,TRUE,4,6,7,0.338,0.667,"fragile"
"zscore","glm","GO:0002369","T cell cytokine production",-1.727,TRUE,6,6,19,0.394,0.667,"credible_discovery"
"zscore","glm","GO:0002724","regulation of T cell cytokine production",-1.727,TRUE,6,6,19,0.394,0.667,"credible_discovery"
"zscore","glm","GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway",-1.727,TRUE,5,6,7,0.687,0.667,"fragile"
"zscore","glm","GO:0006910","phagocytosis, recognition",-1.723,TRUE,5,6,15,0.347,0.833,"credible_discovery"
"zscore","glm","GO:0015844","monoamine transport",-1.722,TRUE,3,6,20,0.426,0.667,"fragile"
"zscore","glm","GO:0060979","vasculogenesis involved in coronary vascular morphogenesis",-1.721,FALSE,0,6,8,0.284,0.667,"artifact_candidate"
"zscore","glm","GO:0050910","detection of mechanical stimulus involved in sensory perception of sound",1.719,FALSE,0,6,4,0.356,0.667,"artifact_candidate"
"zscore","glm","GO:0045332","phospholipid translocation",-1.719,TRUE,2,6,22,0.471,0.667,"fragile"
"zscore","glm","GO:0006882","intracellular zinc ion homeostasis",-1.718,FALSE,0,6,14,0.388,0.667,"artifact_candidate"
"zscore","glm","GO:0002430","complement receptor mediated signaling pathway",-1.715,TRUE,6,6,9,0.486,0.833,"credible_discovery"
"zscore","glm","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus",-1.715,FALSE,0,6,19,0.314,0.667,"artifact_candidate"
"zscore","glm","GO:0060856","establishment of blood-brain barrier",-1.715,FALSE,0,6,7,0.296,0.833,"artifact_candidate"
"zscore","glm","GO:0072393","microtubule anchoring at microtubule organizing center",1.714,TRUE,4,6,4,0.399,0.5,"fragile"
"zscore","glm","GO:0043476","pigment accumulation",1.71,FALSE,0,6,5,0.527,0.667,"artifact_candidate"
"zscore","glm","GO:0010039","response to iron ion",-1.71,FALSE,0,6,11,0.647,0.667,"artifact_candidate"
"zscore","glm","GO:0071827","plasma lipoprotein particle organization",-1.707,FALSE,0,6,13,0.461,0.667,"artifact_candidate"
"zscore","glm","GO:0014046","dopamine secretion",-1.701,TRUE,2,6,9,0.635,0.667,"fragile"
"zscore","glm","GO:0034368","protein-lipid complex remodeling",-1.7,FALSE,0,6,9,0.296,0.667,"artifact_candidate"
"zscore","glm","GO:0034369","plasma lipoprotein particle remodeling",-1.7,FALSE,0,6,9,0.296,0.667,"artifact_candidate"
"zscore","glm","GO:0046068","cGMP metabolic process",-1.695,FALSE,0,6,10,0.298,0.833,"artifact_candidate"
"zscore","glm","GO:0051917","regulation of fibrinolysis",-1.694,TRUE,5,6,7,0.811,0.667,"fragile"
"zscore","glm","GO:1900017","positive regulation of cytokine production involved in inflammatory response",-1.694,FALSE,0,6,10,0,0.667,"artifact_candidate"
"zscore","glm","GO:0032890","regulation of organic acid transport",-1.692,TRUE,5,6,37,0.507,0.667,"fragile"
"zscore","glm","GO:0009100","glycoprotein metabolic process",-1.692,TRUE,6,6,133,0.46,0.667,"credible_discovery"
"zscore","glm","GO:0007342","fusion of sperm to egg plasma membrane involved in single fertilization",1.691,FALSE,0,6,6,0.41,0.667,"artifact_candidate"
"zscore","glm","GO:1902475","L-alpha-amino acid transmembrane transport",-1.691,TRUE,5,6,27,0.607,0.667,"fragile"
"zscore","glm","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation",-1.691,TRUE,6,6,16,0.168,0.833,"credible_discovery"
"zscore","glm","GO:0045907","positive regulation of vasoconstriction",-1.685,TRUE,4,6,21,0.48,0.833,"fragile"
"zscore","glm","GO:0007157","heterophilic cell-cell adhesion",-1.682,TRUE,6,6,17,0.428,0.667,"credible_discovery"
"zscore","glm","GO:0002710","negative regulation of T cell mediated immunity",-1.681,TRUE,3,6,10,0.479,0.667,"fragile"
"zscore","glm","GO:0170044","non-proteinogenic amino acid catabolic process",-1.681,FALSE,0,6,15,0.671,0.667,"artifact_candidate"
"zscore","glm","GO:0042130","negative regulation of T cell proliferation",-1.679,TRUE,6,6,35,0.429,0.667,"credible_discovery"
"zscore","glm","GO:0030854","positive regulation of granulocyte differentiation",-1.676,FALSE,0,6,3,0.703,0.667,"artifact_candidate"
"zscore","glm","GO:0006303","double-strand break repair via nonhomologous end joining",1.676,TRUE,6,6,24,0.29,0.667,"credible_discovery"
"zscore","glm","GO:0034367","protein-containing complex remodeling",-1.676,FALSE,0,6,9,0.296,0.667,"artifact_candidate"
"zscore","glm","GO:0032945","negative regulation of mononuclear cell proliferation",-1.672,TRUE,6,6,40,0.438,0.833,"credible_discovery"
"zscore","glm","GO:0006182","cGMP biosynthetic process",-1.671,TRUE,3,6,5,0.06,0.833,"fragile"
"zscore","glm","GO:0031620","regulation of fever generation",-1.67,TRUE,4,6,5,0.666,0.833,"fragile"
"zscore","glm","GO:0002885","positive regulation of hypersensitivity",-1.67,TRUE,6,6,6,0.59,0.833,"fragile"
"zscore","glm","GO:0072530","purine-containing compound transmembrane transport",-1.669,TRUE,6,6,11,0.439,0.833,"credible_discovery"
"zscore","glm","GO:0002507","tolerance induction",-1.669,TRUE,6,6,11,0.196,0.833,"credible_discovery"
"zscore","glm","GO:1904018","positive regulation of vasculature development",-1.668,TRUE,6,6,69,0.486,0.833,"credible_discovery"
"zscore","glm","GO:0015850","organic hydroxy compound transport",-1.665,TRUE,5,6,58,0.563,0.667,"fragile"
"zscore","glm","GO:0042573","retinoic acid metabolic process",1.665,FALSE,0,6,11,0.714,0.667,"artifact_candidate"
"zscore","glm","GO:0002418","immune response to tumor cell",-1.661,TRUE,6,6,15,0.305,0.833,"credible_discovery"
"zscore","glm","GO:0097242","amyloid-beta clearance",-1.66,TRUE,6,6,17,0.441,0.667,"credible_discovery"
"zscore","glm","GO:1902275","regulation of chromatin organization",1.66,TRUE,6,6,12,0.252,0.667,"credible_discovery"
"zscore","glm","GO:0097021","lymphocyte migration into lymphoid organs",-1.66,FALSE,0,6,3,0.196,0.833,"artifact_candidate"
"zscore","glm","GO:2000463","positive regulation of excitatory postsynaptic potential",-1.658,FALSE,0,6,11,0.126,0.667,"artifact_candidate"
"zscore","glm","GO:0061512","protein localization to cilium",1.657,TRUE,6,6,26,0.38,0.667,"credible_discovery"
"zscore","glm","GO:1901342","regulation of vasculature development",-1.656,TRUE,6,6,110,0.45,0.667,"credible_discovery"
"zscore","glm","GO:0072577","endothelial cell apoptotic process",-1.655,TRUE,3,6,27,0.361,0.667,"fragile"
"zscore","glm","GO:0050810","regulation of steroid biosynthetic process",-1.655,FALSE,0,6,40,0.64,0.667,"artifact_candidate"
"zscore","glm","GO:0045765","regulation of angiogenesis",-1.654,TRUE,6,6,115,0.458,0.667,"credible_discovery"
"zscore","glm","GO:0006836","neurotransmitter transport",-1.653,FALSE,0,6,45,0.392,0.667,"artifact_candidate"
"zscore","glm","GO:0015820","L-leucine transport",-1.652,FALSE,0,6,4,0.477,0.667,"artifact_candidate"
"zscore","glm","GO:0043405","regulation of MAP kinase activity",-1.651,FALSE,0,6,44,0.552,0.667,"artifact_candidate"
"zscore","glm","GO:0014002","astrocyte development",-1.651,TRUE,6,6,22,0.51,0.75,"fragile"
"zscore","glm","GO:0051937","catecholamine transport",-1.649,FALSE,0,6,16,0.496,0.667,"artifact_candidate"
"zscore","glm","GO:0016525","negative regulation of angiogenesis",-1.647,TRUE,6,6,33,0.349,0.667,"credible_discovery"
"zscore","glm","GO:0099172","presynapse organization",-1.644,FALSE,0,6,20,0.19,0.667,"artifact_candidate"
"zscore","glm","GO:0003272","endocardial cushion formation",-1.644,TRUE,5,6,13,0.382,0.833,"credible_discovery"
"zscore","glm","GO:0030210","heparin proteoglycan biosynthetic process",-1.642,FALSE,0,6,5,0.175,0.667,"artifact_candidate"
"zscore","glm","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation",-1.642,TRUE,6,6,16,0.176,0.833,"credible_discovery"
"zscore","glm","GO:0061842","microtubule organizing center localization",1.64,TRUE,3,6,12,0.593,0.667,"fragile"
"zscore","glm","GO:0071277","cellular response to calcium ion",1.634,FALSE,0,6,23,0.56,0.667,"artifact_candidate"
"zscore","glm","GO:0006516","glycoprotein catabolic process",-1.633,TRUE,6,6,19,0.241,0.833,"credible_discovery"
"zscore","glm","GO:1904645","response to amyloid-beta",-1.633,TRUE,6,6,29,0.389,0.833,"credible_discovery"
"zscore","glm","GO:0009101","glycoprotein biosynthetic process",-1.632,TRUE,6,6,114,0.474,0.667,"credible_discovery"
"zscore","glm","GO:0042908","xenobiotic transport",-1.63,TRUE,5,6,22,0.492,0.667,"credible_discovery"
"zscore","glm","GO:1902930","regulation of alcohol biosynthetic process",-1.628,FALSE,0,6,27,0.653,0.667,"artifact_candidate"
"zscore","glm","GO:0033619","membrane protein proteolysis",-1.628,TRUE,6,6,23,0.489,0.667,"credible_discovery"
"zscore","glm","GO:0006261","DNA-templated DNA replication",1.627,FALSE,0,6,58,0.458,0.667,"artifact_candidate"
"zscore","glm","GO:0032365","intracellular lipid transport",-1.625,FALSE,0,6,23,0.678,0.667,"artifact_candidate"
"zscore","glm","GO:0046209","nitric oxide metabolic process",-1.623,TRUE,6,6,29,0.551,0.667,"fragile"
"zscore","glm","GO:0034341","response to type II interferon",-1.621,TRUE,6,6,39,0.526,0.833,"fragile"
"zscore","glm","GO:1901264","carbohydrate derivative transport",-1.619,TRUE,6,6,41,0.481,0.667,"credible_discovery"
"zscore","glm","GO:0007632","visual behavior",-1.612,FALSE,0,6,20,0.473,0.667,"artifact_candidate"
"zscore","glm","GO:2001057","reactive nitrogen species metabolic process",-1.612,TRUE,6,6,29,0.551,0.667,"fragile"
"zscore","glm","GO:0035773","insulin secretion involved in cellular response to glucose stimulus",-1.611,FALSE,0,6,20,0.3,0.667,"artifact_candidate"
"zscore","glm","GO:0048708","astrocyte differentiation",-1.609,FALSE,0,6,40,0.408,0.667,"artifact_candidate"
"zscore","glm","GO:0070373","negative regulation of ERK1 and ERK2 cascade",-1.608,FALSE,0,6,26,0.519,0.667,"artifact_candidate"
"zscore","glm","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",-1.607,TRUE,6,6,72,0.405,0.667,"credible_discovery"
"zscore","glm","GO:0045766","positive regulation of angiogenesis",-1.604,TRUE,6,6,66,0.495,0.833,"credible_discovery"
"zscore","glm","GO:0003018","vascular process in circulatory system",-1.602,TRUE,6,6,73,0.422,0.667,"credible_discovery"
"zscore","glm","GO:0042311","vasodilation",-1.6,FALSE,0,6,21,0.389,0.667,"artifact_candidate"
"zscore","glm","GO:0098815","modulation of excitatory postsynaptic potential",-1.598,FALSE,0,6,15,0.368,0.833,"artifact_candidate"
"zscore","glm","GO:1901343","negative regulation of vasculature development",-1.598,TRUE,6,6,33,0.349,0.667,"credible_discovery"
"zscore","glm","GO:0015748","organophosphate ester transport",-1.597,TRUE,5,6,78,0.484,0.667,"credible_discovery"
"zscore","glm","GO:0007140","male meiotic nuclear division",1.596,FALSE,0,6,13,0.307,0.667,"artifact_candidate"
"zscore","glm","GO:0051154","negative regulation of striated muscle cell differentiation",-1.595,FALSE,0,6,15,0.003,0.667,"artifact_candidate"
"zscore","glm","GO:0042987","amyloid precursor protein catabolic process",-1.59,TRUE,3,6,15,0.441,0.833,"fragile"
"zscore","glm","GO:0072006","nephron development",-1.587,TRUE,6,6,44,0.329,0.833,"credible_discovery"
"zscore","glm","GO:0003073","regulation of systemic arterial blood pressure",-1.577,FALSE,0,6,28,0.38,0.667,"artifact_candidate"
"zscore","glm","GO:0043030","regulation of macrophage activation",-1.576,TRUE,2,6,15,0.483,0.667,"fragile"
"zscore","glm","GO:0030203","glycosaminoglycan metabolic process",-1.576,FALSE,0,6,28,0.258,0.667,"artifact_candidate"
"zscore","glm","GO:2000181","negative regulation of blood vessel morphogenesis",-1.575,TRUE,6,6,33,0.349,0.667,"credible_discovery"
"zscore","glm","GO:0002534","cytokine production involved in inflammatory response",-1.573,FALSE,0,6,19,0.438,0.667,"artifact_candidate"
"zscore","glm","GO:1900015","regulation of cytokine production involved in inflammatory response",-1.573,FALSE,0,6,19,0.438,0.667,"artifact_candidate"
"zscore","glm","GO:0002532","production of molecular mediator involved in inflammatory response",-1.572,TRUE,5,6,27,0.438,0.667,"credible_discovery"
"zscore","glm","GO:0010721","negative regulation of cell development",-1.571,TRUE,5,6,65,0.233,0.833,"credible_discovery"
"zscore","glm","GO:0045428","regulation of nitric oxide biosynthetic process",-1.568,TRUE,6,6,27,0.549,0.667,"fragile"
"zscore","glm","GO:0060291","long-term synaptic potentiation",-1.567,FALSE,0,6,27,0.264,0.667,"artifact_candidate"
